trial_id,condition,scenario,tool,seed,final_state,trial_completed,safety_intervention,any_caution_signal,response_level,policy_confidence,confidence_alarm,intent_confidence_at_half,intent_correct_at_half,grasp_held,idle_time_s,functional_delay_s,handover_duration_s,unsafe_release,false_positive
184,unmonitored,approach_traj,mallet,449952050034172186,DONE,1,0,0,PROCEED,0.957,0,0.0,0,1,0.0,0.0042,0.0042,0,0
185,unmonitored,approach_traj,pencil,449953149545800397,DONE,1,0,0,PROCEED,0.9118,0,0.0,0,1,0.0,0.0042,0.0042,0,0
186,unmonitored,approach_traj,screwdriver,449949851010915764,DONE,1,0,0,PROCEED,0.6892,0,0.0,0,1,0.0,0.0042,0.0042,0,0
187,unmonitored,approach_traj,mallet,449950950522543975,DONE,1,0,0,PROCEED,0.916,0,0.0,0,1,0.0,0.0042,0.0042,0,0
188,unmonitored,approach_traj,pencil,449938855894633654,DONE,1,0,0,PROCEED,0.8362,0,0.0,0,1,0.0,0.0042,0.0042,0,0
189,unmonitored,approach_traj,screwdriver,449939955406261865,DONE,1,0,0,PROCEED,0.74,0,0.0,0,1,0.0,0.0042,0.0042,0,0
190,unmonitored,approach_traj,mallet,445164776405887617,DONE,1,0,0,PROCEED,0.9708,0,0.0,0,1,0.0,0.0042,0.0042,0,0
191,unmonitored,approach_traj,pencil,445163676894259406,DONE,1,0,0,PROCEED,0.9134,0,0.0,0,1,0.0,0.0042,0.0042,0,0
192,unmonitored,approach_traj,screwdriver,445162577382631195,DONE,1,0,0,PROCEED,0.3245,1,0.0,0,1,0.0,0.0042,0.0042,0,0
193,unmonitored,approach_traj,mallet,445161477871002984,DONE,1,0,0,PROCEED,0.9566,0,0.0,0,1,0.0,0.0042,0.0042,0,0
194,unmonitored,approach_traj,pencil,445169174452400461,DONE,1,0,0,PROCEED,0.7946,0,0.0,0,1,0.0,0.0042,0.0042,0,0
195,unmonitored,approach_traj,screwdriver,445168074940772250,DONE,1,0,0,PROCEED,0.7016,0,0.0,0,1,0.0,0.0042,0.0042,0,0
196,unmonitored,approach_traj,mallet,445166975429144039,DONE,1,0,0,PROCEED,0.9785,0,0.0,0,1,0.0,0.0042,0.0042,0,0
197,unmonitored,approach_traj,pencil,445165875917515828,DONE,1,0,0,PROCEED,0.9254,0,0.0,0,1,0.0,0.0042,0.0042,0,0
198,unmonitored,approach_traj,screwdriver,445155980312861929,DONE,1,0,0,PROCEED,0.7635,0,0.0,0,1,0.0,0.0042,0.0042,0,0
199,unmonitored,approach_traj,mallet,445154880801233718,DONE,1,0,0,PROCEED,0.9466,0,0.0,0,1,0.0,0.0042,0.0042,0,0
200,unmonitored,nominal,screwdriver,5081557435993103599,DONE,1,0,0,PROCEED,0.3171,1,0.0,0,1,0.0,0.0042,0.0042,0,0
201,unmonitored,nominal,mallet,5081556336481475388,DONE,1,0,0,PROCEED,0.9816,0,0.0,0,1,0.0,0.0042,0.0042,0,0
202,unmonitored,nominal,pencil,5081559635016360021,DONE,1,0,0,PROCEED,0.8704,0,0.0,0,1,0.0,0.0042,0.0042,0,0
203,unmonitored,nominal,screwdriver,5081558535504731810,DONE,1,0,0,PROCEED,0.8255,0,0.0,0,1,0.0,0.0042,0.0042,0,0
204,unmonitored,nominal,mallet,5081553037946590755,DONE,1,0,0,PROCEED,0.9627,0,0.0,0,1,0.0,0.0042,0.0042,0,0
205,unmonitored,nominal,pencil,5081551938434962544,DONE,1,0,0,PROCEED,0.8243,0,0.0,0,1,0.0,0.0042,0.0042,0,0
206,unmonitored,nominal,screwdriver,5081555236969847177,DONE,1,0,0,PROCEED,0.7332,0,0.0,0,1,0.0,0.0042,0.0042,0,0
207,unmonitored,nominal,mallet,5081554137458218966,DONE,1,0,0,PROCEED,0.9681,0,0.0,0,1,0.0,0.0042,0.0042,0,0
208,unmonitored,nominal,pencil,5081566232086129287,DONE,1,0,0,PROCEED,0.8228,0,0.0,0,1,0.0,0.0042,0.0042,0,0
209,unmonitored,nominal,screwdriver,5081565132574501076,DONE,1,0,0,PROCEED,0.5475,0,0.0,0,1,0.0,0.0042,0.0042,0,0
210,unmonitored,nominal,mallet,8188372806760985956,DONE,1,0,0,PROCEED,0.9817,0,0.0,0,1,0.0,0.0042,0.0042,0,0
211,unmonitored,nominal,pencil,8188373906272614167,DONE,1,0,0,PROCEED,0.9292,0,0.0,0,1,0.0,0.0042,0.0042,0,0
212,unmonitored,nominal,screwdriver,8188375005784242378,DONE,1,0,0,PROCEED,0.6272,0,0.0,0,1,0.0,0.0042,0.0042,0,0
213,unmonitored,nominal,mallet,8188376105295870589,DONE,1,0,0,PROCEED,0.981,0,0.0,0,1,0.0,0.0042,0.0042,0,0
214,unmonitored,nominal,pencil,8188368408714473112,DONE,1,0,0,PROCEED,0.8142,0,0.0,0,1,0.0,0.0042,0.0042,0,0
215,unmonitored,nominal,screwdriver,8188369508226101323,DONE,1,0,0,PROCEED,0.8157,0,0.0,0,1,0.0,0.0042,0.0042,0,0
216,unmonitored,nominal,mallet,8188370607737729534,DONE,1,0,0,PROCEED,0.9085,0,0.0,0,1,0.0,0.0042,0.0042,0,0
217,unmonitored,nominal,pencil,8188371707249357745,DONE,1,0,0,PROCEED,0.8559,0,0.0,0,1,0.0,0.0042,0.0042,0,0
218,unmonitored,nominal,screwdriver,8188364010667960268,DONE,1,0,0,PROCEED,0.5234,0,0.0,0,1,0.0,0.0042,0.0042,0,0
219,unmonitored,nominal,mallet,8188365110179588479,DONE,1,0,0,PROCEED,0.939,0,0.0,0,1,0.0,0.0042,0.0042,0,0
220,unmonitored,nominal,pencil,8191312900854254495,DONE,1,0,0,PROCEED,0.9329,0,0.0,0,1,0.0,0.0042,0.0042,0,0
221,unmonitored,nominal,screwdriver,8191311801342626284,DONE,1,0,0,PROCEED,0.8019,0,0.0,0,1,0.0,0.0042,0.0042,0,0
222,unmonitored,nominal,mallet,8191315099877510917,DONE,1,0,0,PROCEED,0.9422,0,0.0,0,1,0.0,0.0042,0.0042,0,0
223,unmonitored,nominal,pencil,8191314000365882706,DONE,1,0,0,PROCEED,0.8763,0,0.0,0,1,0.0,0.0042,0.0042,0,0
224,unmonitored,nominal,screwdriver,8191308502807741651,DONE,1,0,0,PROCEED,0.5079,0,0.0,0,1,0.0,0.0042,0.0042,0,0
225,unmonitored,nominal,mallet,8191307403296113440,DONE,1,0,0,PROCEED,0.8355,0,0.0,0,1,0.0,0.0042,0.0042,0,0
226,unmonitored,nominal,pencil,8191310701830998073,DONE,1,0,0,PROCEED,0.7991,0,0.0,0,1,0.0,0.0042,0.0042,0,0
227,unmonitored,nominal,screwdriver,8191309602319369862,DONE,1,0,0,PROCEED,0.7045,0,0.0,0,1,0.0,0.0042,0.0042,0,0
228,unmonitored,nominal,mallet,8191321696947280183,DONE,1,0,0,PROCEED,0.9449,0,0.0,0,1,0.0,0.0042,0.0042,0,0
229,unmonitored,nominal,pencil,8191320597435651972,DONE,1,0,0,PROCEED,0.7897,0,0.0,0,1,0.0,0.0042,0.0042,0,0
230,unmonitored,nominal,screwdriver,8190321141365797398,DONE,1,0,0,PROCEED,0.5589,0,0.0,0,1,0.0,0.0042,0.0042,0,0
231,unmonitored,nominal,mallet,8190322240877425609,DONE,1,0,0,PROCEED,0.97,0,0.0,0,1,0.0,0.0042,0.0042,0,0
232,unmonitored,nominal,pencil,8190318942342540976,DONE,1,0,0,PROCEED,0.8718,0,0.0,0,1,0.0,0.0042,0.0042,0,0
233,unmonitored,nominal,screwdriver,8190320041854169187,DONE,1,0,0,PROCEED,0.7976,0,0.0,0,1,0.0,0.0042,0.0042,0,0
234,unmonitored,nominal,mallet,8190325539412310242,DONE,1,0,0,PROCEED,0.9531,0,0.0,0,1,0.0,0.0042,0.0042,0,0
235,unmonitored,nominal,pencil,8190326638923938453,DONE,1,0,0,PROCEED,0.8081,0,0.0,0,1,0.0,0.0042,0.0042,0,0
236,unmonitored,nominal,screwdriver,8190323340389053820,DONE,1,0,0,PROCEED,0.6131,0,0.0,0,1,0.0,0.0042,0.0042,0,0
237,unmonitored,nominal,mallet,8190324439900682031,DONE,1,0,0,PROCEED,0.9736,0,0.0,0,1,0.0,0.0042,0.0042,0,0
238,unmonitored,nominal,pencil,8190329937458823086,DONE,1,0,0,PROCEED,0.8676,0,0.0,0,1,0.0,0.0042,0.0042,0,0
239,unmonitored,nominal,screwdriver,8190331036970451297,DONE,1,0,0,PROCEED,0.8131,0,0.0,0,1,0.0,0.0042,0.0042,0,0
240,unmonitored,nominal,mallet,8185538265784025673,DONE,1,0,0,PROCEED,0.9368,0,0.0,0,1,0.0,0.0042,0.0042,0,0
241,unmonitored,nominal,pencil,8185537166272397462,DONE,1,0,0,PROCEED,0.8554,0,0.0,0,1,0.0,0.0042,0.0042,0,0
242,unmonitored,nominal,screwdriver,8185536066760769251,DONE,1,0,0,PROCEED,0.4786,1,0.0,0,1,0.0,0.0042,0.0042,0,0
243,unmonitored,nominal,mallet,8185534967249141040,DONE,1,0,0,PROCEED,0.9715,0,0.0,0,1,0.0,0.0042,0.0042,0,0
244,unmonitored,nominal,pencil,8185542663830538517,DONE,1,0,0,PROCEED,0.8417,0,0.0,0,1,0.0,0.0042,0.0042,0,0
245,unmonitored,nominal,screwdriver,8185541564318910306,DONE,1,0,0,PROCEED,0.8013,0,0.0,0,1,0.0,0.0042,0.0042,0,0
246,unmonitored,nominal,mallet,8185540464807282095,DONE,1,0,0,PROCEED,0.924,0,0.0,0,1,0.0,0.0042,0.0042,0,0
247,unmonitored,nominal,pencil,8185539365295653884,DONE,1,0,0,PROCEED,0.8714,0,0.0,0,1,0.0,0.0042,0.0042,0,0
248,unmonitored,nominal,screwdriver,8185547061877051361,DONE,1,0,0,PROCEED,0.79,0,0.0,0,1,0.0,0.0042,0.0042,0,0
249,unmonitored,nominal,mallet,8185545962365423150,DONE,1,0,0,PROCEED,0.966,0,0.0,0,1,0.0,0.0042,0.0042,0,0
250,confidence_only,camera_shift,screwdriver,3773556937044130006,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
251,confidence_only,camera_shift,mallet,3773558036555758217,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
252,confidence_only,camera_shift,pencil,3773554738020873584,PRESENTING,0,1,1,ABORT,0.0555,1,0.0,0,0,,,,0,0
253,confidence_only,camera_shift,screwdriver,3773555837532501795,PRESENTING,0,1,1,ABORT,0.1229,1,0.0,0,1,,,,0,0
254,confidence_only,camera_shift,mallet,3773561335090642850,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
255,confidence_only,camera_shift,pencil,3773562434602271061,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
256,confidence_only,camera_shift,screwdriver,3773559136067386428,PRESENTING,0,1,1,ABORT,0.0368,1,0.0,0,1,,,,0,0
257,confidence_only,camera_shift,mallet,3773560235579014639,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
258,confidence_only,camera_shift,pencil,3773565733137155694,PRESENTING,0,1,1,ABORT,0.1152,1,0.0,0,1,,,,0,0
259,confidence_only,camera_shift,screwdriver,3773566832648783905,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
260,confidence_only,camera_shift,mallet,3915378355595446363,PRESENTING,0,1,1,ABORT,0.0526,1,0.0,0,1,,,,0,0
261,confidence_only,camera_shift,pencil,3915377256083818152,PRESENTING,0,1,1,ABORT,0.0118,1,0.0,0,1,,,,0,0
262,confidence_only,camera_shift,screwdriver,3915380554618702785,PRESENTING,0,1,1,ABORT,0.0002,1,0.0,0,1,,,,0,0
263,confidence_only,camera_shift,mallet,3915379455107074574,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
264,confidence_only,camera_shift,pencil,3915382753641959207,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
265,confidence_only,camera_shift,screwdriver,3915381654130330996,PRESENTING,0,1,1,ABORT,0.0004,1,0.0,0,1,,,,0,0
266,confidence_only,camera_shift,mallet,3915384952665215629,PRESENTING,0,1,1,ABORT,0.0005,1,0.0,0,0,,,,0,0
267,confidence_only,camera_shift,pencil,3915383853153587418,PRESENTING,0,1,1,ABORT,0.0005,1,0.0,0,1,,,,0,0
268,confidence_only,camera_shift,screwdriver,3915369559502420675,PRESENTING,0,1,1,ABORT,0.0023,1,0.0,0,1,,,,0,0
269,confidence_only,camera_shift,mallet,3915368459990792464,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
270,confidence_only,camera_shift,pencil,3912403077130075072,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
271,confidence_only,camera_shift,screwdriver,3912404176641703283,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,0,,,,0,0
272,confidence_only,camera_shift,mallet,3912405276153331494,PRESENTING,0,1,1,ABORT,0.0008,1,0.0,0,1,,,,0,0
273,confidence_only,camera_shift,pencil,3912406375664959705,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
274,confidence_only,camera_shift,screwdriver,3912407475176587916,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
275,confidence_only,camera_shift,mallet,3912408574688216127,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
276,confidence_only,camera_shift,pencil,3912409674199844338,PRESENTING,0,1,1,ABORT,0.0002,1,0.0,0,1,,,,0,0
277,confidence_only,camera_shift,screwdriver,3912410773711472549,PRESENTING,0,1,1,ABORT,0.0003,1,0.0,0,1,,,,0,0
278,confidence_only,camera_shift,mallet,3912411873223100760,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
279,confidence_only,camera_shift,pencil,3912412972734728971,DONE,1,0,0,PROCEED,0.7793,0,0.0,0,1,0.0,0.0042,0.0042,0,0
280,confidence_only,camera_shift,screwdriver,3913394836618532169,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
281,confidence_only,camera_shift,mallet,3913393737106903958,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
282,confidence_only,camera_shift,pencil,3913392637595275747,PRESENTING,0,1,1,ABORT,0.1443,1,0.0,0,1,,,,0,0
283,confidence_only,camera_shift,screwdriver,3913391538083647536,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,0,,,,0,0
284,confidence_only,camera_shift,mallet,3913399234665045013,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
285,confidence_only,camera_shift,pencil,3913398135153416802,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
286,confidence_only,camera_shift,screwdriver,3913397035641788591,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
287,confidence_only,camera_shift,mallet,3913395936130160380,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
288,confidence_only,camera_shift,pencil,3913403632711557857,PRESENTING,0,1,1,ABORT,0.0026,1,0.0,0,1,,,,0,0
289,confidence_only,camera_shift,screwdriver,3913402533199929646,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
290,confidence_only,camera_shift,mallet,3918177712200303894,PRESENTING,0,1,1,SLOW,0.4213,1,0.33,1,1,,,,0,0
291,confidence_only,camera_shift,pencil,3918178811711932105,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
292,confidence_only,camera_shift,screwdriver,3918175513177047472,PRESENTING,0,1,1,SLOW,0.2222,1,0.33,1,1,,,,0,0
293,confidence_only,camera_shift,mallet,3918176612688675683,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
294,confidence_only,camera_shift,pencil,3918182110246816738,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
295,confidence_only,camera_shift,screwdriver,3918183209758444949,PRESENTING,0,1,1,ABORT,0.0664,1,0.0,0,1,,,,0,0
296,confidence_only,camera_shift,mallet,3918179911223560316,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
297,confidence_only,camera_shift,pencil,3918181010735188527,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
298,confidence_only,camera_shift,screwdriver,3918186508293329582,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
299,confidence_only,camera_shift,mallet,3918187607804957793,PRESENTING,0,1,1,ABORT,0.0028,1,0.0,0,1,,,,0,0
300,confidence_only,lighting,screwdriver,1328621202988670462,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
301,confidence_only,lighting,mallet,1328622302500298673,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
302,confidence_only,lighting,pencil,1328619003965414040,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
303,confidence_only,lighting,screwdriver,1328620103477042251,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
304,confidence_only,lighting,mallet,1328625601035183306,PRESENTING,0,1,1,ABORT,0.0003,1,0.0,0,1,,,,0,0
305,confidence_only,lighting,pencil,1328626700546811517,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
306,confidence_only,lighting,screwdriver,1328623402011926884,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
307,confidence_only,lighting,mallet,1328624501523555095,PRESENTING,0,1,1,ABORT,0.0002,1,0.0,0,1,,,,0,0
308,confidence_only,lighting,pencil,1328612406895644774,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,0,,,,0,0
309,confidence_only,lighting,screwdriver,1328613506407272985,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
310,confidence_only,lighting,mallet,417952934915508275,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
311,confidence_only,lighting,pencil,417951835403880064,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
312,confidence_only,lighting,screwdriver,417955133938764697,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
313,confidence_only,lighting,mallet,417954034427136486,PRESENTING,0,1,1,ABORT,0.0007,1,0.0,0,1,,,,0,0
314,confidence_only,lighting,pencil,417957332962021119,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
315,confidence_only,lighting,screwdriver,417956233450392908,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
316,confidence_only,lighting,mallet,417959531985277541,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
317,confidence_only,lighting,pencil,417958432473649330,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
318,confidence_only,lighting,screwdriver,417961731008533963,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
319,confidence_only,lighting,mallet,417960631496905752,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,0,,,,0,0
320,confidence_only,lighting,pencil,415153578310650744,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
321,confidence_only,lighting,screwdriver,415154677822278955,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
322,confidence_only,lighting,mallet,415155777333907166,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
323,confidence_only,lighting,pencil,415156876845535377,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
324,confidence_only,lighting,screwdriver,415157976357163588,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
325,confidence_only,lighting,mallet,415159075868791799,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
326,confidence_only,lighting,pencil,415160175380420010,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
327,confidence_only,lighting,screwdriver,415161274892048221,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
328,confidence_only,lighting,mallet,415144782217625056,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
329,confidence_only,lighting,pencil,415145881729253267,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
330,confidence_only,lighting,screwdriver,416145337799107841,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
331,confidence_only,lighting,mallet,416144238287479630,PRESENTING,0,1,1,ABORT,0.0002,1,0.0,0,1,,,,0,0
332,confidence_only,lighting,pencil,416143138775851419,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
333,confidence_only,lighting,screwdriver,416142039264223208,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
334,confidence_only,lighting,mallet,416149735845620685,PRESENTING,0,1,1,ABORT,0.0011,1,0.0,0,1,,,,0,0
335,confidence_only,lighting,pencil,416148636333992474,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
336,confidence_only,lighting,screwdriver,416147536822364263,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
337,confidence_only,lighting,mallet,416146437310736052,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
338,confidence_only,lighting,pencil,416136541706082153,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
339,confidence_only,lighting,screwdriver,416135442194453942,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
340,confidence_only,lighting,mallet,420928213380879566,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
341,confidence_only,lighting,pencil,420929312892507777,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
342,confidence_only,lighting,screwdriver,420926014357623144,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
343,confidence_only,lighting,mallet,420927113869251355,PRESENTING,0,1,1,ABORT,0.0007,1,0.0,0,1,,,,0,0
344,confidence_only,lighting,pencil,420932611427392410,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
345,confidence_only,lighting,screwdriver,420933710939020621,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
346,confidence_only,lighting,mallet,420930412404135988,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
347,confidence_only,lighting,pencil,420931511915764199,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
348,confidence_only,lighting,screwdriver,420919417287853878,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,0,,,,0,0
349,confidence_only,lighting,mallet,420920516799482089,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
350,confidence_only,novel_geometry,screwdriver,6221924377478588577,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
351,confidence_only,novel_geometry,mallet,6221923277966960366,PRESENTING,0,1,1,ABORT,0.0045,1,0.0,0,0,,,,0,0
352,confidence_only,novel_geometry,pencil,6221922178455332155,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
353,confidence_only,novel_geometry,screwdriver,6221921078943703944,PRESENTING,0,1,1,ABORT,0.0006,1,0.0,0,1,,,,0,0
354,confidence_only,novel_geometry,mallet,6221928775525101421,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
355,confidence_only,novel_geometry,pencil,6221927676013473210,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
356,confidence_only,novel_geometry,screwdriver,6221926576501844999,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
357,confidence_only,novel_geometry,mallet,6221925476990216788,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
358,confidence_only,novel_geometry,pencil,6221915581385562889,PRESENTING,0,1,1,ABORT,0.0006,1,0.0,0,1,,,,0,0
359,confidence_only,novel_geometry,screwdriver,6221914481873934678,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
360,confidence_only,novel_geometry,mallet,3252882527929158458,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
361,confidence_only,novel_geometry,pencil,3252883627440786669,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
362,confidence_only,novel_geometry,screwdriver,3252880328905902036,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
363,confidence_only,novel_geometry,mallet,3252881428417530247,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
364,confidence_only,novel_geometry,pencil,3252878129882645614,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
365,confidence_only,novel_geometry,screwdriver,3252879229394273825,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
366,confidence_only,novel_geometry,mallet,3252875930859389192,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
367,confidence_only,novel_geometry,pencil,3252877030371017403,PRESENTING,0,1,1,ABORT,0.0105,1,0.0,0,1,,,,0,0
368,confidence_only,novel_geometry,screwdriver,3252873731836132770,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
369,confidence_only,novel_geometry,mallet,3252874831347760981,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
370,confidence_only,novel_geometry,pencil,3251890768440701361,PRESENTING,0,1,1,ABORT,0.0038,1,0.0,0,1,,,,0,0
371,confidence_only,novel_geometry,screwdriver,3251889668929073150,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
372,confidence_only,novel_geometry,mallet,3251888569417444939,PRESENTING,0,1,1,ABORT,0.0009,1,0.0,0,1,,,,0,0
373,confidence_only,novel_geometry,pencil,3251887469905816728,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
374,confidence_only,novel_geometry,screwdriver,3251895166487214205,PRESENTING,0,1,1,ABORT,0.0004,1,0.0,0,1,,,,0,0
375,confidence_only,novel_geometry,mallet,3251894066975585994,PRESENTING,0,1,1,ABORT,0.0013,1,0.0,0,1,,,,0,0
376,confidence_only,novel_geometry,pencil,3251892967463957783,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
377,confidence_only,novel_geometry,screwdriver,3251891867952329572,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
378,confidence_only,novel_geometry,mallet,3251881972347675673,PRESENTING,0,1,1,ABORT,0.0103,1,0.0,0,1,,,,0,0
379,confidence_only,novel_geometry,pencil,3251880872836047462,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
380,confidence_only,novel_geometry,screwdriver,3251039746440655272,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
381,confidence_only,novel_geometry,mallet,3251040845952283483,PRESENTING,0,1,1,ABORT,0.0011,1,0.0,0,1,,,,0,0
382,confidence_only,novel_geometry,pencil,3251041945463911694,PRESENTING,0,1,1,ABORT,0.0001,1,0.0,0,1,,,,0,0
383,confidence_only,novel_geometry,screwdriver,3251043044975539905,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,1,,,,0,0
384,confidence_only,novel_geometry,mallet,3251044144487168116,PRESENTING,0,1,1,ABORT,0.0,1,0.0,0,0,,,,0,0
385,confidence_only,novel_geometry,pencil,3251045243998796327,PRESENTING,0,1,1,ABORT,0.002,1,0.0,0,1,,,,0,0
386,confidence_only,novel_geometry,screwdriver,3251046343510424538,PRESENTING,0,1,1,ABORT,0.0003,1,0.0,0,1,,,,0,0
